director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
William McGregor,Maxine Peake,Eleanor Worthington Cox,Richard Harrington,Drama Mystery Horror History,gwen,Maxine Peake Eleanor Worthington Cox Richard Harrington William McGregor Drama Mystery Horror History
"Matt Bettinelli-Olpin, Tyler Gillett",Samara Weaving,Adam Brody,Mark O'Brien,Comedy Horror Thriller,ready or not,"Samara Weaving Adam Brody Mark O'Brien Matt Bettinelli-Olpin, Tyler Gillett Comedy Horror Thriller"
Ric Roman Waugh,Gerard Butler,Morgan Freeman,Jada Pinkett Smith,Action Thriller,angel has fallen,Gerard Butler Morgan Freeman Jada Pinkett Smith Ric Roman Waugh Action Thriller
Paul Downs Colaizzo,Jillian Bell,Michaela Watkins,Utkarsh Ambudkar,Comedy Drama,brittany runs a marathon,Jillian Bell Michaela Watkins Utkarsh Ambudkar Paul Downs Colaizzo Comedy Drama
Alex Kendrick,Alex Kendrick,Priscilla Shirer,Ben Davies,Drama,overcomer,Alex Kendrick Priscilla Shirer Ben Davies Alex Kendrick Drama
David M. Rosenthal,Michael Ealy,Jesse Williams,Nicole Beharie,Drama Mystery Horror,jacob's ladder,Michael Ealy Jesse Williams Nicole Beharie David M. Rosenthal Drama Mystery Horror
Mike Gan,Tilda Cobham-Hervey,Suki Waterhouse,Harry Shum Jr.,Thriller,burn,Tilda Cobham-Hervey Suki Waterhouse Harry Shum Jr. Mike Gan Thriller
Gavin Hood,Keira Knightley,Matt Smith,Matthew Goode,Thriller History Drama,official secrets,Keira Knightley Matt Smith Matthew Goode Gavin Hood Thriller History Drama
Jacob Aaron Estes,Jacob Aaron Estes,Drew Daywalt (story); David Oyelowo,Storm Reid,Science Fiction Thriller Mystery Crime,don't let go,Jacob Aaron Estes Drew Daywalt (story); David Oyelowo Storm Reid Jacob Aaron Estes Science Fiction Thriller Mystery Crime
Micah Gallo,Bruce Davison,Denise Crosby,Elizabeth Roberts,Horror Thriller,itsy bitsy,Bruce Davison Denise Crosby Elizabeth Roberts Micah Gallo Horror Thriller
Fred Durst,John Travolta,Devon Sawa,Ana Golja,Crime Thriller,the fanatic,John Travolta Devon Sawa Ana Golja Fred Durst Crime Thriller
Andy Muschietti,James McAvoy,Jessica Chastain,Bill Hader,Horror Fantasy,it chapter two,James McAvoy Jessica Chastain Bill Hader Andy Muschietti Horror Fantasy
Chelsea Stardust,Hayley Griffith,Ruby Modine,Arden Myrin,Horror Comedy,satanic panic,Hayley Griffith Ruby Modine Arden Myrin Chelsea Stardust Horror Comedy
Ali LeRoi,Steven Silver,Nicola Peltz,unknown,Drama Thriller,the obituary of tunde johnson,Steven Silver Nicola Peltz unknown Ali LeRoi Drama Thriller
John Crowley,Ansel Elgort,Oakes Fegley,Aneurin Barnard,Drama,the goldfinch,Ansel Elgort Oakes Fegley Aneurin Barnard John Crowley Drama
Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Drama Comedy Crime,hustlers,Constance Wu Jennifer Lopez Julia Stiles Lorene Scafaria Drama Comedy Crime
Michael Tyburski,Rashida Jones,Peter Sarsgaard,Tony Revolori,Drama,the sound of silence,Rashida Jones Peter Sarsgaard Tony Revolori Michael Tyburski Drama
Alejandro Landes,Julianne Nicholson,Moisés Arias,unknown,Drama War,monos,Julianne Nicholson Moisés Arias unknown Alejandro Landes Drama War
Nzingha Stewart,Ava Michelle,Griffin Gluck,Luke Eisner,Comedy Romance,tall girl,Ava Michelle Griffin Gluck Luke Eisner Nzingha Stewart Comedy Romance
James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,Science Fiction Drama,ad astra,Brad Pitt Tommy Lee Jones Ruth Negga James Gray Science Fiction Drama
Michael Engler,Hugh Bonneville,Jim Carter,Michelle Dockery,Drama Romance History,downton abbey,Hugh Bonneville Jim Carter Michelle Dockery Michael Engler Drama Romance History
Adrian Grunberg,Sylvester Stallone,Adriana Barraza,Paz Vega,Action Thriller Drama,rambo: last blood,Sylvester Stallone Adriana Barraza Paz Vega Adrian Grunberg Action Thriller Drama
Henry Jacobson,Seann William Scott,Mariela Garriga,Dale Dickey,Thriller Crime Horror,bloodline,Seann William Scott Mariela Garriga Dale Dickey Henry Jacobson Thriller Crime Horror
Jason Cabell,Nicolas Cage,Laurence Fishburne,unknown,Action,running with the devil,Nicolas Cage Laurence Fishburne unknown Jason Cabell Action
Brad Anderson,Sam Worthington,Lily Rabe,Stephen Tobolowsky,Thriller,fractured,Sam Worthington Lily Rabe Stephen Tobolowsky Brad Anderson Thriller
Jill Culton,Todd Wilderman (co-director); Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Family Animation Adventure Comedy,abominable,Todd Wilderman (co-director); Chloe Bennet Albert Tsai Tenzing Norgay Trainor Jill Culton Family Animation Adventure Comedy
Steven Soderbergh,Meryl Streep,Gary Oldman,Antonio Banderas,Drama Crime Comedy,the laundromat,Meryl Streep Gary Oldman Antonio Banderas Steven Soderbergh Drama Crime Comedy
Rupert Goold,Renée Zellweger,Jessie Buckley,Finn Wittrock,Drama History Music,judy,Renée Zellweger Jessie Buckley Finn Wittrock Rupert Goold Drama History Music
Franck Khalfoun,Logan Miller,Kristine Froseth,unknown,Thriller,prey,Logan Miller Kristine Froseth unknown Franck Khalfoun Thriller
Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Crime Thriller Drama,joker,Joaquin Phoenix Robert De Niro Zazie Beetz Todd Phillips Crime Thriller Drama
Noah Hawley,Natalie Portman,Jon Hamm,Zazie Beetz,Drama Science Fiction Thriller,lucy in the sky,Natalie Portman Jon Hamm Zazie Beetz Noah Hawley Drama Science Fiction Thriller
Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama Comedy History,dolemite is my name,Eddie Murphy Keegan-Michael Key Mike Epps Craig Brewer Drama Comedy History
Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Horror Drama Thriller,in the tall grass,Patrick Wilson Harrison Gilbertson Rachel Wilson Vincenzo Natali Horror Drama Thriller
Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Drama Thriller,low tide,Keean Johnson Jaeden Martell Alex Neustaedter Kevin McMullin Drama Thriller
Michael Beach Nichols,Michael Beach Nichols (director); Michael Beach Nichols,Christopher K. Walker (screenplay),unknown,Documentary,wrinkles the clown,Michael Beach Nichols (director); Michael Beach Nichols Christopher K. Walker (screenplay) unknown Michael Beach Nichols Documentary
Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Adventure Fantasy Comedy Family,little monsters,Lupita Nyong'o Alexander England Josh Gad Abe Forsythe Adventure Fantasy Comedy Family
Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Science Fiction Action Thriller,gemini man,Will Smith Mary Elizabeth Winstead Clive Owen Ang Lee Science Fiction Action Thriller
"Conrad Vernon, Greg Tiernan",Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Animation Adventure Comedy Family,the addams family,"Oscar Isaac Charlize Theron Chloë Grace Moretz Conrad Vernon, Greg Tiernan Animation Adventure Comedy Family"
David Michôd,Timothée Chalamet,Joel Edgerton,Sean Harris,Action Adventure Thriller War Mystery,the king,Timothée Chalamet Joel Edgerton Sean Harris David Michôd Action Adventure Thriller War Mystery
"Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña",Adam Devine,Rose Byrne,Alexandra Shipp,Comedy,jexi,"Adam Devine Rose Byrne Alexandra Shipp Jon Lucas, Scott Moore (directors/screenplay); Adam Devine, Rose Byrne, Alexandra Shipp, Ron Funches, Charlyne Yi, Wanda Sykes, Justin Hartley, Kid Cudi, Michael Peña Comedy"
Lars Klevberg,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Horror Thriller Mystery,polaroid,Kathryn Prescott Grace Zabriskie Samantha Logan Lars Klevberg Horror Thriller Mystery
Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Crime Drama Thriller Action,el camino: a breaking bad movie,Aaron Paul Jesse Plemons Scott MacArthur Vince Gilligan Crime Drama Thriller Action
Joachim Rønning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Family Fantasy Adventure,maleficent: mistress of evil,Angelina Jolie Elle Fanning Michelle Pfeiffer Joachim Rønning Family Fantasy Adventure
Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Horror Comedy,zombieland: double tap,Woody Harrelson Jesse Eisenberg Emma Stone Ruben Fleischer Horror Comedy
Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy War Drama,jojo rabbit,Roman Griffin Davis Thomasin McKenzie Scarlett Johansson Taika Waititi Comedy War Drama
Robert Eggers,Willem Dafoe,Robert Pattinson,unknown,Drama Fantasy Thriller Horror,the lighthouse,Willem Dafoe Robert Pattinson unknown Robert Eggers Drama Fantasy Thriller Horror
Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Horror Mystery Thriller,wounds,Armie Hammer Dakota Johnson Zazie Beetz Babak Anvari Horror Mystery Thriller
Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Drama Action Thriller,black and blue,Naomie Harris Tyrese Gibson Frank Grillo Deon Taylor Drama Action Thriller
Alfonso Gomez-Rejon,Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Drama History,the current war,Benedict Cumberbatch Michael Shannon Katherine Waterston Alfonso Gomez-Rejon Drama History
Justin Dec,Elizabeth Lail,Peter Facinelli,Anne Winters,Horror Thriller,countdown,Elizabeth Lail Peter Facinelli Anne Winters Justin Dec Horror Thriller
Dan Krauss,Dan Krauss (director); Nat Wolff,Alexander Skarsgård,unknown,War Action Drama,the kill team,Dan Krauss (director); Nat Wolff Alexander Skarsgård unknown Dan Krauss War Action Drama
"Chris Lofing, Travis Cluff",Chris Milligan,Ema Horvath,Brittany Falardeau,Horror Thriller,the gallows act ii,"Chris Milligan Ema Horvath Brittany Falardeau Chris Lofing, Travis Cluff Horror Thriller"
Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Science Fiction Action Adventure,terminator: dark fate,Linda Hamilton Arnold Schwarzenegger Mackenzie Davis Tim Miller Science Fiction Action Adventure
Edward Norton,Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Drama Thriller,motherless brooklyn,Edward Norton Bruce Willis Gugu Mbatha-Raw Edward Norton Drama Thriller
Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Crime Drama History,the irishman,Robert De Niro Al Pacino Joe Pesci Martin Scorsese Crime Drama History
Kasi Lemmons,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Drama History,harriet,Cynthia Erivo Leslie Odom Jr. Joe Alwyn Kasi Lemmons Drama History
Aaron Woodley,Jeremy Renner,James Franco,Heidi Klum,Animation Adventure Comedy,arctic dogs,Jeremy Renner James Franco Heidi Klum Aaron Woodley Animation Adventure Comedy
Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story,Scarlett Johansson Adam Driver Laura Dern Noah Baumbach Drama
Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Horror Thriller,doctor sleep,Ewan McGregor Rebecca Ferguson Kyliegh Curran Mike Flanagan Horror Thriller
Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,Comedy Romance,last christmas,Emilia Clarke Henry Golding Michelle Yeoh Paul Feig Comedy Romance
Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,Family Comedy,playing with fire,John Cena Keegan-Michael Key John Leguizamo Andy Fickman Family Comedy
Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Romance Comedy,let it snow,Isabela Merced Shameik Moore Kiernan Shipka Luke Snellin Romance Comedy
Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,War History Action Drama,midway,Ed Skrein Patrick Wilson Luke Evans Roland Emmerich War History Action Drama
Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,Animation Family Adventure Comedy,klaus,J. K. Simmons Jason Schwartzman Rashida Jones Sergio Pablos Animation Family Adventure Comedy
Alma Har'el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy,Shia LaBeouf Lucas Hedges Noah Jupe Alma Har'el Drama
Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Family Animation Romance,lady and the tramp,Tessa Thompson Justin Theroux Kiersey Clemons Charlie Bean Family Animation Romance
Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Family Comedy Fantasy,noelle,Anna Kendrick Bill Hader Kingsley Ben-Adir Marc Lawrence Family Comedy Fantasy
James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Drama Action History,ford v ferrari,Matt Damon Christian Bale Jon Bernthal James Mangold Drama Action History
Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Action Adventure Comedy Science Fiction,charlie's angels,Kristen Stewart Naomi Scott Ella Balinska Elizabeth Banks Action Adventure Comedy Science Fiction
Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Crime,the good liar,Ian McKellen Helen Mirren Russell Tovey Bill Condon Crime
Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Thriller Drama,the report,Adam Driver Annette Bening Ted Levine Scott Z. Burns Thriller Drama
Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Romance Drama,waves,Kelvin Harrison Jr. Lucas Hedges Taylor Russell Trey Edward Shults Romance Drama
"Chris Buck, Jennifer Lee",Idina Menzel,Kristen Bell,Jonathan Groff,Family Animation Adventure Comedy Fantasy,frozen ii,"Idina Menzel Kristen Bell Jonathan Groff Chris Buck, Jennifer Lee Family Animation Adventure Comedy Fantasy"
Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Drama History,a beautiful day in the neighborhood,Tom Hanks Matthew Rhys Susan Kelechi Watson Marielle Heller Drama History
Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Crime Action Drama,21 bridges,Chadwick Boseman Sienna Miller Stephan James Brian Kirk Crime Action Drama
Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Drama Thriller History,dark waters,Mark Ruffalo Anne Hathaway Tim Robbins Todd Haynes Drama Thriller History
Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Comedy Crime Mystery,knives out,Daniel Craig Chris Evans Ana de Armas Rian Johnson Comedy Crime Mystery
Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Drama Romance Crime,queen & slim,Daniel Kaluuya Jodie Turner-Smith Bokeem Woodbine Melina Matsoukas Drama Romance Crime
Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,unknown,Drama Comedy History,the two popes,Anthony Hopkins Jonathan Pryce unknown Fernando Meirelles Drama Comedy History
Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Family Animation Comedy Adventure,playmobil: the movie,Anya Taylor-Joy Daniel Radcliffe Gabriel Bateman Lino DiSalvo Family Animation Comedy Adventure
Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure Drama Romance,the aeronauts,Felicity Jones Eddie Redmayne Himesh Patel Tom Harper Adventure Drama Romance
Sam Taylor-Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces,Aaron Taylor-Johnson Billy Bob Thornton Odessa Young Sam Taylor-Johnson Drama
Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Horror Mystery,daniel isn't real,Miles Robbins Patrick Schwarzenegger Sasha Lane Adam Egypt Mortimer Horror Mystery
Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Adventure Comedy Fantasy,jumanji: the next level,Dwayne Johnson Jack Black Kevin Hart Jake Kasdan Adventure Comedy Fantasy
Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama History Crime,richard jewell,Paul Walter Hauser Sam Rockwell Kathy Bates Clint Eastwood Drama History Crime
Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Horror Thriller Mystery,black christmas,Imogen Poots Lily Donoghue Aleyse Shannon Sophia Takal Horror Thriller Mystery
Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Action Thriller Comedy,6 underground,Ryan Reynolds Mélanie Laurent Manuel Garcia-Rulfo Michael Bay Action Thriller Comedy
Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Drama History,bombshell,Charlize Theron Nicole Kidman Margot Robbie Jay Roach Drama History
"Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian",Adam Sandler,Lakeith Stanfield,Julia Fox,Drama Thriller Crime,uncut gems,"Adam Sandler Lakeith Stanfield Julia Fox Safdie brothers (directors/screenplay); Ronald Bronstein (screenplay); Adam Sandler, Lakeith Stanfield, Julia Fox, Kevin Garnett, Idina Menzel, Eric Bogosian Drama Thriller Crime"
Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Thriller Drama,seberg,Kristen Stewart Jack O'Connell Margaret Qualley Benedict Andrews Thriller Drama
Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,Drama War History,a hidden life,August Diehl Valerie Pachner Matthias Schoenaerts Terrence Malick Drama War History
J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Adventure Action Science Fiction,star wars: the rise of skywalker,Carrie Fisher Mark Hamill Adam Driver J. J. Abrams Adventure Action Science Fiction
Tom Hooper,James Corden,Judi Dench,Jason Derulo,Family Comedy,cats,James Corden Judi Dench Jason Derulo Tom Hooper Family Comedy
Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Adventure Family,togo,Willem Dafoe Julianne Nicholson Christopher Heyerdahl Ericson Core Adventure Family
"Nick Bruno, Troy Quane",Will Smith,Tom Holland,Rashida Jones,Animation Action Adventure Comedy Family,spies in disguise,"Will Smith Tom Holland Rashida Jones Nick Bruno, Troy Quane Animation Action Adventure Comedy Family"
Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Drama Romance,little women,Saoirse Ronan Emma Watson Florence Pugh Greta Gerwig Drama Romance
Sam Mendes,George MacKay,Dean-Charles Chapman,Mark Strong,War Drama Action Thriller,1917,George MacKay Dean-Charles Chapman Mark Strong Sam Mendes War Drama Action Thriller
Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Drama Crime History,just mercy,Michael B. Jordan Jamie Foxx Brie Larson Destin Daniel Cretton Drama Crime History
Chinonye Chukwu,Alfre Woodard,Wendell Pierce,Aldis Hodge,Drama,clemency,Alfre Woodard Wendell Pierce Aldis Hodge Chinonye Chukwu Drama
